0.000114908743562 	2075.83677713 	3.03911312701e-05 	0.0469627422404
0.000350352651746 	2077.23657074 	3.08029662913e-05 	0.0467813399664
0.000597324895565 	2080.30912967 	3.17272904963e-05 	0.0463806547924
0.000856389951388 	2085.2637422 	3.32785459835e-05 	0.0457270312314
0.00112813993475 	2092.26400335 	3.56067606854e-05 	0.0447869647212
0.00141319595368 	2101.47123612 	3.8936969518e-05 	0.0435192137599
0.0017122095283 	2113.01405306 	4.36064098843e-05 	0.0418757333763
0.00202586407994 	2126.96472541 	5.0144913352e-05 	0.0398009125722
0.00235487649312 	2143.30877964 	5.94553280737e-05 	0.0372306946512
0.00269999875411 	2161.89895545 	7.32711079313e-05 	0.0340922659702
0.0030620196696 	2182.36857184 	9.54214781132e-05 	0.0303058598411
0.00344176666964 	2203.92239862 	0.000135218195531 	0.0257941816324
0.00384010769874 	2224.76113559 	0.000213486395833 	0.0205258128361
0.00425795319969 	2240.76565299 	0.000355542926481 	0.0146986874152
0.00469625819444 	2244.78909158 	0.000537877239834 	0.00909342953871
0.00515602446686 	2230.81827674 	0.000664862487474 	0.00484460425516
0.00563830285243 	2199.51941694 	0.000679404857787 	0.00235126147302
0.00614419564001 	2155.35712885 	0.000611935960561 	0.00112488687558
0.00667485909121 	2100.80088474 	0.000509944894913 	0.000550723050895
0.00723150608313 	2034.75495373 	0.000397085599218 	0.000272862051659
0.00781540888048 	1953.5580111 	0.000283794372922 	0.000133672782046
0.00842790204348 	1852.23119831 	0.000180305987029 	6.61154404008e-05
0.0090703854781 	1726.39466255 	9.85720246698e-05 	3.78304793228e-05
0.00974432763563 	1575.02419697 	4.56554165414e-05 	2.96297246104e-05
0.010451268869 	1403.37649417 	1.81215982956e-05 	2.85114461311e-05
0.0111928249535 	1226.64071343 	6.30995686127e-06 	2.58311751615e-05
0.0119706907795 	1072.80260107 	1.95534825229e-06 	1.85634810564e-05
0.0127866442263 	971.521665435 	5.5392240466e-07 	9.80938272046e-06
0.0136425502261 	924.376970622 	1.45763213713e-07 	3.78399437123e-06
0.0145403650257 	908.641842447 	3.32822943904e-08 	1.09285218853e-06
0.0153880621155 	904.726824541 	6.40993813784e-09 	2.52279927749e-07
0.016198490417 	903.965806924 	1.20666249189e-09 	5.33913600655e-08
0.0170805592843 	903.81906214 	2.01460799638e-10 	8.46663071953e-09
0.0180406016288 	903.799108734 	5.76031792551e-11 	1.03592848158e-09
0.0190855101812 	903.798195714 	4.16996451628e-11 	9.7571489724e-11
0.0202227869785 	903.799452758 	4.03414359318e-11 	7.0603632501e-12
0.0214605972259 	903.80087942 	4.02508134435e-11 	3.91725190508e-13
0.0228078279195 	903.802310709 	4.02450423268e-11 	1.66362635495e-14
0.0242741516519 	903.803754445 	4.02437197662e-11 	5.45374712899e-16
0.0258700960572 	903.805229073 	4.02426624387e-11 	1.95655456402e-17
0.0276071193956 	903.806755655 	4.02416984284e-11 	6.49774599455e-18
0.0294976928191 	903.808359577 	4.02408181484e-11 	6.25098781848e-18
0.0315553899097 	903.810062957 	4.02400183911e-11 	6.24722083752e-18
0.0337949841323 	903.811869966 	4.02392978835e-11 	6.24695553695e-18
0.0362325549025 	903.813751228 	4.02386575293e-11 	6.24675215853e-18
0.0388856030304 	903.815629956 	4.0238099647e-11 	6.24657694165e-18
0.0417731763699 	903.817345758 	4.02375831716e-11 	6.24641714562e-18
0.0449160065746 	903.815995814 	4.02339547118e-11 	6.24524109393e-18
0.0483366579432 	903.669694951 	4.01059827931e-11 	6.20351717228e-18
0.0520596894222 	892.476382029 	3.97978456229e-11 	6.1030546558e-18
